id,JobTitle,CompanyName,JobRequirements,JobCategory,Location,Link
296,Marketing Web Designer,Wix,"  We are:
Wix Marketing’s design studio. Continuously developing a world-class brand and adapting it into various international campaigns, we’re targeting a wide range of audiences. Our energetic and diverse team plays a hands-on role in the creation of eye-catching landing pages, beautiful promotional content and other exciting projects, reaching and inspiring more than 200 million users around the world.
You are:
Passionate about design, and a creative and conceptual thinker with a deep understanding of Adobe CC, sketch and other design tools. You’re artistically talented with strong attention to details and aesthetics when creating beautiful, interactive designs. You’re an excellent communicator, capable of collaborating with team members to deliver stunning results.

   You’re aware of design and web trends and experienced working in a professional design environment (2+ years required). Bonus points if you’re familiar with working in a digital agency, and have motion and code skills.
As a Marketing Designer, you will:
Design beautiful and diverse online marketing materials, from concept to launch.
Ensure all design materials align to the key messaging and specific audience of each project.
Collaborate and work closely with the Content, Product, R&D and Marketing teams.
Multi-task several projects under tight deadlines.
*Note: Please include a clickable link to your online portfolio/CV. You must be willing to work full time (not as a freelancer).",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/3839
297,Product Designer,Wix,"We Are:
Wix’s Design Team, one of the largest in-house design studios in Israel with over 180 designers working on 7 teams. We take pride in the fact that all aspects of design are executed entirely by us – web design, branding, printed materials, events, animation, and more. The Wix Studio and its designers lead and actively participate in creating and maintaining all Wix products and features. Apart from our work at Wix, we also play a key role in the local and international design community. We do this by hosting, participating in and sponsoring design events year-round, as well as supporting local design academies.
You Are:
A visual master with at least 3 years’ experience in product design and launching products in a rapidly changing environment. Your creative thinking and a sharp eye for details together with your knowledge and understanding of UX frameworks, conventions and methodology helps you find user pain points and come up with world-class inventive solutions. You have strong aesthetic skills and the ability to combine layouts, hierarchy, typography, and colors. As the owner of Content on stage, you are required to think broadly and approach your tasks systematically, offering multiple ways to use the same product while creating a holistic feeling to the overall site and its content. You are a self-starter and proactive with the ability to solve complex problems in tight deadlines.
As a Product Designer, you will:
Collaborate daily with UX teammates and PMs to define, design, and deliver extraordinary products that meet User of Users’ needs.
Craft product experiences that are trendy, fun and intuitive for millions of people.
Rapidly design process flows, wireframes, and high-fidelity artifacts to test hypotheses.
Approach design and content holistically across its varying levels - workflow, experience, functional, interaction, and visual - to provide great content.
Work alongside your Content partners - Design System, various Editor teams, Template Designers, and Visual Experts, to raise the level of the building blocks we offer our users.
Conduct user research, interviews, and feedback sessions, synthesizing research to provide insight and feedback for guiding product development.
Become an expert in the data surrounding your product to discuss, describe, and deeply inform your design work.
Please remember to include your portfolio when you send your CV",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/3824
298,Senior Web Designer - Editor X,Wix,"We are:
The Editor X Design team. In February 2020, we announced the launch of Editor X, our fully responsive website creation platform. Editor X is made exclusively for designers and web professionals and is part of the Wix.com company. Editor X offers advanced design and layout capabilities that allows creating complex and fully responsive websites. Our team is focused on building a top-tier brand for web professionals, through establishing strong social channels and online communities.
We’re looking for a passionate Senior Graphic Designer to join our team.
You are:
An experienced and creative Visual & Interaction Designer with 2+ years’ experience working in a professional design environment. You’re a master of Sketch, Photoshop, Illustrator & other Adobe Creative Suite applications and if you’re skilled in HTML & CSS on a designer level, that counts in your favor. Another advantageous part of your training (it’s a plus, but not a must) is a Bachelor of Design in Visual Communication or Interactive Design.
When it comes to your work, you have a sense for extraordinary, pixel-perfect design solutions and your attention to detail is amazing. You’re a conceptual thinker in visual and interactive design, and you’ve got excellent leadership, communication & collaboration skills.
Of course, your portfolio is pretty impressive (remember to include it when you send your CV). Last but not least, you’re looking for a full-time job (not freelance).
As a Senior Web Designer, you will:
Be at the forefront of the Wix brand, creating and implementing our guidelines with a reach of millions of users each day.
Create designs involving complex UX systems to deliver gorgeous, easy-to-use experiences.
Collaborate closely with our Content, Product, R&D and Marketing teams to work on inspirational projects that get global exposure.
Collaborate with product managers & software developers to define, design, and deliver cutting edge products for both web and mobile, including online marketing materials, products and web templates.
Take ownership of each project from the first ink drop to the last pixel.
Work on several projects at a time, and under pressure, so you’ll need to be able to multitask.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/4001
299,Technical Designer - Project Manager,Wix,"We are:
Wix Marketing’s design studio. Continuously developing a world-class brand and adapting it into various international campaigns, we’re targeting a wide range of audiences. Our energetic and diverse team plays a hands-on role in the creation of eye-catching landing pages, beautiful promotional content and other exciting projects, reaching and inspiring more than 200 million users around the world.
You are:
An experienced technical designer with great development and design skills who lives and breathes design. You pay close attention to details and you’re a fast learner and a people person. You’re a master of Sketch, Adobe CC (Photoshop and Illustrator - a must),  and you’re familiar with HTML, CSS and Javascript. CMS experience is a big advantage.
You’re an entrepreneur at heart who quickly identifies challenges and their solutions. You’re fluent in English and you have excellent communication skills. You have experience working in a professional design environment and you’re able to balance and prioritize multiple tasks at any given time. You’re flexible, cross-functional and you love the thought of working in a fast-paced, dynamic environment. 
As a Technical Designer, you will:
Work with designers, developers and product managers to bring projects to life
Make sure that the materials we deliver aren’t just amazingly designed, but also perform, interact and behave like top-notch digital products 
Build and localize landing pages in 15 languages using the Wix Editor/Editor X platform
Resize and localize online marketing materials such as posts and banners for websites and social media channels
Create slices, specs and QA design content for email marketing
Collaborate closely with the Content, Product, Acquisition and Email Marketing teams
Multi-task several projects under tight deadlines
Adapt various materials and find relevant solutions for existing assets
*Note: Please include your online portfolio with your CV. You must be willing to work full time (not as a freelancer).",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/3837
300,Visual & Brand Designer,Wix,"We are:
The Wix Pages team - we’re responsible for the continuous creation of the brand, its development and adapting it into various products and a wide range of target audiences. The team is also in charge of designing and building of Wix.com’s web pages (in multiple languages). We do it all while staying true to our brand values, a unified user experience, functionality, and attaining KPIs. We play a part in many big, exciting projects that are seen by millions of people around the world!
You are:
An experienced and creative Visual & Interaction Designer with 2+ years’ experience working in a professional design environment. You’re a master of Sketch, Photoshop, Illustrator & other Adobe Creative Suite applications and if you’re skilled in HTML & CSS on a designer level, that counts in your favor. Another advantageous part of your training (it’s a plus, but not a must) is a Bachelor of Design in Visual Communication or Interactive Design.
When it comes to your work, you have a sense for extraordinary, pixel-perfect design solutions and your attention to detail is amazing. You’re a conceptual thinker in visual and interactive design, and you’ve got excellent leadership, communication & collaboration skills.
Of course, your portfolio is pretty impressive (remember to include it when you send your CV). Last but not least, you’re looking for a full-time job (not freelance).
As a Visual & Brand Designer, you will:
Be at the forefront of the Wix brand, creating and implementing our guidelines with a reach of millions of users each day.
Create designs involving complex UX systems to deliver gorgeous. easy-to-use experiences.
Collaborate closely with our Content, Product, R&D and Marketing teams to work on inspirational projects that get global exposure.
Collaborate with product managers & software developers to define, design, and deliver cutting edge products for both web and mobile, including online marketing materials, products and web templates.
Take ownership of each project from the first ink drop to the last pixel.
Work on several projects at a time, and under pressure, so you’ll need to be able to multitask.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/383902
301,Visual Content Expert,Wix,"We are:
Wix’s Visual Content Experts Team. We work closely with Wix's designers and all of Wix’s product teams, creating content strategies, researching visual, web and market trends, and writing  copy for Wix’s templates. We are passionate about bringing visual and textual content, trends and data-based insights together to make our products and templates onpoint for our users.
You Are:
A native English speaker, a skilled content creator with at least 5 years of experience in the online/hi-tech or media industry. You know how to research and find design-focused web and digital trends. You are a self-starter, experienced in managing projects both independently and as part of a team.
As a Visual Content Expert, You Will:
Conduct extensive web, market and trends research for Wix’s products and design assets.
Work closely with Product teams on current and future products.
Manage the complete template-creation process from brief research to production.
Operate as the lead point of contact in our design studio for all matters specific to your vertical.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/4096
302,Web & Brand Designer - Design Development Team,Wix,"We are:
The Wix Design Development team–the design special forces. We are responsible for keeping our brand at its best while taking part in many big cross platform projects in the company. We work hard and always get the job done in our vibrant, dynamic atmosphere.
We’re looking for a designer to join our team!
You are:
An experienced designer who’s comfortable working on a range of projects like brand identity, digital products, conference branding, interface & interaction designs. You have at least 3 years’ experience in branding and online design. You have a strong portfolio (remember to include it when you send your CV) that shows experience as a print & digital designer, as well as building brand identity systems.
You have a deep understanding of the Adobe Suite programs and Sketch, and if you have Photoshop, Motion and After Effects skills, that’s a plus! It would be nice if you’ve worked in the Wix Editor before too, but it’s not a must.
You have in-depth knowledge and skill in both brand design and image creation for traditional, digital and motion applications. Plus, since our team is in charge of designing and branding design conferences, it would be great if you can communicate with local suppliers and producers.
Last but not least, you’re looking for a full-time job (not freelance).
As a designer, you will:
Be at the forefront of the Wix brand, creating and implementing our guidelines with a reach of millions of users each day.
Collaborate closely with our Operations, Content, Product, R&D and Marketing teams to work on inspirational projects that get global exposure.
Design materials for events, websites, print assets, internal branding, conferences, social media and more.
Create beautiful design assets while always staying true to our brand identity.
Take ownership of each project from the first ink drop to the last pixel.
Multitask on several projects at a time, and under pressure.
Please remember to include your updated portfolio when you send your CV",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/4061
303,Web Designer - Inhouse Agency,Wix,"We are:
The Wix In House Agency - an internal design and development agency and the only team in Wix that creates websites from A-Z for our strategic partners - enterprises, institutions and influencers from a variety of fields. From the kick-off call to connecting the domain and a mailbox - we do it all!
As experts for Wix users and their needs, we work closely with different teams and products. We think of the team as a laboratory, and by doing so based on our experience and knowledge, we help Wix products evolve and grow.
We build dream projects on Wix’s most advanced platforms like Editor X and Wix Velo, while continuously pushing our platforms’ limits. We’re advisors, visionaries, creators and techies. We believe in working together, and we’re always aiming for that sweet spot between cool and functional. We don’t believe in boundaries and we have no limits when it comes to finding the best technical and product-related solutions for our clients.
We’re looking for a passionate Senior Web Designer to join our team.
You are:
An experienced and creative Visual & Interaction Designer with 2+ years of experience in a professional design environment. You should be creative, obsessed with technology and design, able to pay close attention to details, and a fast and independent learner. You’re a master of Sketch, Photoshop, Illustrator and other Adobe Creative Suite applications, and if you’re skilled in HTML and CSS on a designer level, that counts in your favor. You’re a conceptual thinker in visual and interactive design. You’re a problem-solver who knows how to set realistic priorities for everyone involved in projects, can manage a project from A to Z, set deadlines and keep them and do that while remaining flexible, cross-functional and enjoying working in a fast-paced, dynamic environment. You’re also an excellent communicator and you have great English skills (written and verbal) that enable you to work well with anyone, anywhere.
As a Web Designer, you will:
Design, work on and manage large-scale, high-end design projects
Meet with top priority partners and clients we’re building websites for
Work with developers and product managers to bring projects to life
Ensure that the websites we deliver aren’t just amazingly designed, but also perform, interact and behave like top-notch digital products
Connect with groups at Wix to challenge and develop the company’s product
Create new workflows and methodologies to answer team needs
Adapt various materials and find relevant solutions for existing assets
*Note: Please include your online portfolio with your CV. You must be willing to work full time (not as a freelancer)",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/4185
304,Web Designer - Templates Team,Wix,"We are:
The Templates Team. We’re in charge of all Wix templates and a variety of other content-related projects. We aim to create the most accurate content for our users and our UoU. We create high quality, user-customized web design experience.
Specializing in visual language, layouts, imagery, typography, illustration and branding, we aim to stay on trend and to spot trends ahead.
We’re looking for a passionate and versatile Graphic Designer to join our team.
You are:
An experienced and creative Visual & Interaction Designer with 2+ years of experience in a professional design environment. You’re a master of Sketch, Photoshop, Illustrator and other Adobe Creative Suite applications, and if you have Motion and After Effects skills, that’s a plus!
You’re an out-of-the-box, conceptual thinker who is artistically talented and pays close attention to detail when creating your designs. Being an excellent communicator, you’re capable of collaborating with team members to deliver stunning results.
You have a strong portfolio that shows experience in brand and in web design and you’re looking for a full-time job (not freelance).
As a Web Designer, you will:
Design, work on and manage large-scale, high-end design projects and campaigns that reach millions of users every day
Take ownership of each project from the first ink drop to the last pixel
Develop innovative branding concepts
Unite all aspects of our products’ presence with a consistent look & feel
Collaborate with different teams across the company, including Product, Content visual experts, Marketing and QA to work on inspirational projects that get global exposure
Create beautiful design assets while always staying true to our brand identity
Multitask on several projects at a time, and under pressure
Please include your updated portfolio when you send your CV",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/4184
305,Customer Care Call Center Expert- Shift Position,Wix,"We are:
Wix’s Customer Care Team in Tel Aviv! At Wix, we build products that help millions of users grow their businesses online, and we care a lot about their experience. As part of our global organization of Customer Care, our team is responsible for building strong relationships with Wix users, uncovering their needs and guiding them to success throughout their user journey.
At our office, you’ll find a friendly atmosphere, fantastic coworkers and diverse opportunities for growth in a fast-paced, dynamic environment. You will also find many perks, such as exercise classes and wellness activities, professional workshops, and lots other fun activities!
During these times, we keep the Wix vibe while working from home.
You are:
A native Hebrew speaker (fluent in English) professional with 1+ years’ experience in Call Center customer service, in tech or similar industries. You also have experience with providing support for the Israeli Market.
You are interested in working in shifts in a dynamic and flexible schedule.
You find meaning and pleasure in helping others succeed, enjoy building personal relationships and are curious to know what really drives users and their needs. You have strong critical thinking skills and are confident about taking responsibility and ownership. You hold yourself to high performance standards and work to improve constantly. You’re passionate about new technologies and always eager to learn more. You thrive in a fast-paced, dynamic environment and look at change as an opportunity to grow.
Lastly, you realize there is more than one career ladder, and you have the drive to find your own career path - recognizing your strengths and interests.
As a Call Center Customer Care Expert, you will:
Build strong relationships with Wix users, uncover their needs and help guide them through their user journey.
Offer them new options and alternatives where appropriate.
Develop expertise in Wix products and stay up to date with new features and improvements.
Work with other departments and product teams, and liaise with them about our users’ needs to impact product roadmaps based on user voice.
Analyze user behavior and relevance to determine their effect on user satisfaction.
Manage email, phone, chat and/or other communication channels as primary contact for Wix
Work schedule includes morning, evening and nights, 5 shifts a week (Sunday-Friday)",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/3588
306,Customer Care French Expert,Wix,"We are:
Wix’s Customer Care Team in Tel Aviv. We’re currently undergoing massive growth as part of our effort to support our ever-growing global user base. At Wix, we build products that help millions of users grow their businesses online, and we care about their experience. As part of our global Customer Care organization, our team is responsible for building strong relationships with Wix users, uncovering their needs, and guiding them to success throughout their user journey.
At our office, you’ll find a friendly atmosphere, fantastic coworkers and diverse opportunities for growth in a fast-paced, dynamic environment. You’ll also find many perks, such as exercise classes and wellness activities, professional workshops, and lots other fun activities. 
You are:
A professional with 1+ years’ experience in Customer Service, in tech or similar industries. You are also a native French speaker, proficient in communicating both in writing and verbally. You find meaning and pleasure in helping others succeed, enjoy building personal relationships and are curious to know what really drives users and their needs. You have strong critical thinking skills and are confident about taking responsibility and ownership. You hold yourself to high performance standards and work to improve constantly.
You’re eager to explore new technologies, and can learn new concepts and solve problems thoughtfully and effectively. You thrive in a fast-paced, dynamic environment and look at change as an opportunity to grow. You also realize there is more than one career ladder, and have the drive to find your own career path - recognizing your strengths and interests.
As a Customer Care Expert, you will:
Build strong connections with Wix users, uncover their needs and help guide them through their user journey, offering them new options and alternatives where appropriate.
Communicate with Wix users on a daily basis, mainly using written channels such as tickets and chat.
Develop expertise in Wix products and stay up to date on new features and improvements.
Represent the user voice within the company and participate in projects to analyze user behavior.
Influence the way we provide training to improve Experts’ product knowledge.
Work to improve the quality of our support by identifying knowledge gaps and problematic flows.
Work closely with other professional teams within the department such as quality control, advanced technical support, knowledge base, learning & development, as well as our product support teams with the shared mission of providing the greatest care for our users.
Please send your CV in English.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/3201
307,Customer Care Italian Expert,Wix,"We are:
Wix’s Customer Care Team in Tel Aviv. We’re currently undergoing massive growth as part of our effort to support our ever-growing global user base. At Wix, we build products that help millions of users grow their businesses online, and we care about their experience. As part of our global Customer Care organization, our team is responsible for building strong relationships with Wix users, uncovering their needs and guiding them to success throughout their user journey.
At our office, you’ll find a friendly atmosphere, fantastic coworkers and diverse opportunities for growth in a fast-paced, dynamic environment. You’ll also find many perks, such as exercise classes and wellness activities, professional workshops, and lots other fun activities. 
You are:
A professional with 1+ years’ experience in Customer Service, in tech or similar industries. You are also a native Italian speaker, proficient in communicating both in writing and verbally. You find meaning and pleasure in helping others succeed, enjoy building personal relationships and are curious to know what really drives users and their needs. You have strong critical thinking skills and are confident about taking responsibility and ownership. You hold yourself to high performance standards and work to improve constantly.
You’re eager to explore new technologies, and can learn new concepts and solve problems thoughtfully and effectively. You thrive in a fast-paced, dynamic environment and look at change as an opportunity to grow. You also realize there is more than one career ladder, and have the drive to find your own career path - recognizing your strengths and interests.
As a Customer Care Expert, you will:
Build strong connections with Wix users, uncover their needs and help guide them through their user journey, offering them new options and alternatives where appropriate.
Communicate with Wix users on a daily basis, mainly using written channels such as tickets and chat.
Develop expertise in Wix products and stay up to date on new features and improvements.
Represent the user voice within the company and participate in projects to analyze user behavior.
Influence the way we provide training to improve Experts’ product knowledge.
Work to improve the quality of our support by identifying knowledge gaps and problematic flows.
Work closely with other professional teams within the department such as quality control, advanced technical support, knowledge base, learning & development, as well as our product support teams with the shared mission of providing the greatest care for our users.
Please send your CV in English.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/3396
308,Customer Care Portuguese Expert,Wix,"We are:
Wix’s Customer Care Team in Tel Aviv. We’re currently undergoing massive growth as part of our effort to support our ever-growing global user base. At Wix, we build products that help millions of users grow their businesses online, and we care about their experience. As part of our global Customer Care organization, our team is responsible for building strong relationships with Wix users, uncovering their needs, and guiding them to success throughout their user journey.
At our office, you’ll find a friendly atmosphere, fantastic coworkers, and diverse opportunities for growth in a fast-paced, dynamic environment. You’ll also find many perks, such as exercise classes and wellness activities, professional workshops, and lots of other fun activities. 
You are:
A professional with 1+ years’ experience in Customer Service, in tech, or similar industries. You are also a native Portuguese speaker, proficient in communicating both in writing and verbally. You find meaning and pleasure in helping others succeed, enjoy building personal relationships, and are curious to know what really drives users and their needs. You have strong critical thinking skills and are confident about taking responsibility and ownership. You hold yourself to high performance standards and work to improve constantly.
You’re eager to explore new technologies, and can learn new concepts and solve problems thoughtfully and effectively. You thrive in a fast-paced, dynamic environment and look at change as an opportunity to grow. You also realize there is more than one career ladder, and have the drive to find your own career path - recognizing your strengths and interests.
As a Customer Care Expert, you will:
Build strong connections with Wix users, uncover their needs and help guide them through their user journey, offering them new options and alternatives where appropriate.
Communicate with Wix users on a daily basis, mainly using written channels such as tickets and chat.
Develop expertise in Wix products and stay up to date on new features and improvements.
Represent the user voice within the company and participate in projects to analyze user behavior.
Influence the way we provide training to improve Experts’ product knowledge.
Work to improve the quality of our support by identifying knowledge gaps and problematic flows.
Work closely with other professional teams within the department such as quality control, advanced technical support, knowledge base, learning & development, as well as our product support teams with the shared mission of providing the greatest care for our users.
Please send your CV in English.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/3397
309,Customer Care Technical Support,Wix,"We are:
Wix’s Customer Care department. We’re a group of experts who use our unique understanding of Wix products to provide support and inspiration to over 200 million users around the world. We’re responsible for collecting valuable user feedback to improve Wix’s products, and play a vital part in moving the company forward.
You are:
A talented problem solver who can write and speak fluent English. You have at least 1 year of experience in Technical Support and knowledge of JavaScript/HTML/CSS and HTTP Protocol. You’re internet savvy, with a solid knowledge of the software development lifecycle and client-server architecture.
You thrive in a fast-paced work environment and love using strong critical thinking skills to thoughtfully identify challenges and solutions. You’re also a self-learner who is independent but also a great team player.
As Customer Care Technical Support, you will:
Provide Wix users with technical solutions.
Investigate complex issues and fix them, using a variety of technologies and tools.
Work closely with developers/product to prioritize issues.
Influence the way we support our users and improve it to make sure our users’ experience is the best possible.
Work closely with product and R&D on features and processes.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/3541
310,Skills Development Specialist - EMEA (TLV),Wix,"We are:
Wix’s Customer Care Global Learning & Development team. Our mission is to establish scalable learning & development programs that empower our Customer Care Experts to be successful, master their craft and become lifelong learners.
You are:
Someone highly professional who’s truly enthusiastic about learning and has a passion for soft skills. You have experience working with adult learners and you're committed to producing engaging learning solutions for our Customer Care & Partners group employees that support their success through behavioral change. You have experience working in fields such as instructional design, training, education, or communications. You're adaptable and have proven success in a fast paced environment. Ideally you have work experience that required you to collaborate globally.
You’re eager to support the growth of the soft skills team, you have the ability to solve problems thoughtfully and effectively, and you can take initiative into researching new topics. You're a self-starter and you enjoy working both independently and collaboratively.  You have excellent interpersonal skills and you can demonstrate strengths in presenting and public speaking. You also need to have excellent English - written and spoken. Experience working with Customer Care/Support teams - a big plus! Occasional global travel may be required when travel restrictions are eased.
As a Skills Development Specialist, you will:
Work as part of the soft skills team within the Customer Care group at Wix
Develop content for new skills training sessions. This includes research, writing scripts for training videos, and creating presentations for live workshops
Facilitate engaging and progressive soft skills training sessions globally
Adjust delivery method and content of training sessions based on cultural expectations of the audience to best support learning
Update existing soft skills training material when needed
Assist in scheduling soft skills training sessions. Partner with appropriate site L&D specialists to confirm timing and audience details
Maintain a library of examples to use during training sessions to ensure topics are practical and job related
Create new interactive components that reinforce soft skills concepts during and after training sessions
Research soft skills topics to ensure our department is on top of industry trends",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/4248
311,Content Writer - ADI/Editor X,Wix,"We are:
The Editor X team: two cutting edge web creation platforms. ADI is a technology platform that combines website design and content creation with artificial intelligence to create a complete website in minutes. We’ve written over two million words that our users use when building stunning websites–and we’re not done. Editor X, our  brand new, sophisticated web creation platform: driven by, and built for, professional creators. We’re still in Beta phase so when you join the team you’ll participate in our unique content creation process.
We’re looking for a native English-speaking writer to help us create content that will impact millions of Wix users and help them to express and promote their business.
You are:
A native English speaker with at least 3 years’ professional internet writing experience such as blogging, writing marketing content, technical or product writing, media, advertising agency, etc. You have the flexibility to handle multiple projects and changing priorities, you’re deadline driven and very organized. You are familiar with project management tools and have a basic understanding of data analytics.
Bonus points if you have a Bachelor's degree in English literature, communication, journalism, marketing, creative writing or a related field.
As a Wix ADI/Editor X Writer, you will:
Create clear, well-written copy for websites and website templates.
Conduct thorough research to define essential messaging for a variety of business types in a wide array of industries.
Take ownership of the entire content creation process end-to-end, including some of the more technical aspects of our product.
Understand how to apply the essence of the Wix language.
Collaborate with other internal stakeholders.
Ensure accurate information on all projects.
Deliver under tight deadlines with minimal revisions.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/3898
312,English Knowledge Base Team Lead,Wix,"We are:
The Wix Knowledge Base - a group of writers producing support content for our over 200 million users around the world. Divided into teams that specialize in specific Wix products, we break down complicated concepts and troubleshooting flows into concise, accessible and helpful text.

You are:

You are a native level English speaker with excellent writing abilities, well versed in the world of online digital products and the user journey. You thrive in a fast-paced, data-driven work environment and can juggle multiple projects at once, while maintaining ownership of these projects from start to finish.
You’re a skilled Team Lead with 1-3 years of experience, a leader who can create a vision for your team and lead people through it’s execution. Your excellent communication skills make it easy for you to connect and inspire both your team and colleagues. You also have experience working in a global team. You’re intelligent and unafraid to share your opinions when appropriate–but you’re also humble and respectful of the opinions of others.

As an English Knowledge Base Team Lead, you will:
Produce well-written content for the Wix Knowledge Base, including how-to articles, walkthroughs, feature requests, and documentation of known issues.
Lead, advise and mentor a team of 2-5 writers in producing top-notch content.
Work as a partner with the other Team Leads in the group through collaboration and knowledge sharing.
Collaborate with a broad forum of experts and stakeholders, including Product Support Experts and Product Managers, to create high quality deliverables.
See the big picture and understand the user journey, while navigating our matrix system, helping your team to prioritize often conflicting tasks and projects.
Make data-driven decisions to improve and optimize content, and influence the way we support our users to make sure they have the best possible experience.
Assist in defining standards and content strategies for the group.
Work closely with the Knowledge Base editors and group manager to align on team projects and growth.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/4142
313,French UX Writer,Wix,"We are:
The Product Localization Team. We use clear, eye-level copy to shape the way people experience and interact with our products. Guided by the Wix tone and voice, we craft compelling copy that gets the right message across every time. We collaborate closely with product managers, developers, and other stakeholders across the company to create amazing products. Along with localizing text, we make sure that Wix’s products are adjusted to specific locales and markets, providing our users worldwide with a stunning, local experience.
You are:
A native French speaker with 3 years professional writing experience, including technical or product writing, media, advertising agency, or marketing. You have the flexibility to handle multiple projects and changing priorities in a fast-paced, deadline-driven environment. You’re a great team player with a positive attitude and strong leadership skills, and you have excellent spoken and written English.
As a French UX Writer, you will:
Write clear, creative copy in the Wix tone and voice.
Understand how to apply the essence of the Wix language.
Collaborate with other product managers, developers, and other stakeholders across the company internal stakeholders.
Ensure the user experience is excellent and best in class.
Juggle multiple projects at once, while prioritizing your tasks and meeting tight deadlines.
Check that all text achieves Wix's communication objectives and brand alignment.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/4148
314,German UX Writer,Wix,"We are:
The Product Localization Team. We use clear, eye-level copy to shape the way people experience and interact with our products. Guided by the Wix tone and voice, we craft compelling copy that gets the right message across every time. We collaborate closely with product managers, developers, and other stakeholders across the company to create amazing products. Along with localizing text, we make sure that Wix’s products are adjusted to specific locales and markets, providing our users worldwide with a stunning, local experience.
You are:
A native German speaker with 3 years professional writing experience, including technical or product writing, media, advertising agency, or marketing. You have the flexibility to handle multiple projects and changing priorities in a fast-paced, deadline-driven environment. You’re a great team player with a positive attitude and strong leadership skills, and you have excellent spoken and written English.
As a German UX Writer, you will:
Write clear, creative copy in the Wix tone and voice.
Understand how to apply the essence of the Wix language.
Collaborate with other product managers, developers, and other stakeholders across the company internal stakeholders.
Ensure the user experience is excellent and best in class.
Juggle multiple projects at once, while prioritizing your tasks and meeting tight deadlines.
Check that all text achieves Wix's communication objectives and brand alignment.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/4173
315,Hebrew Knowledge Base Writer,Wix,"We are:
The Wix Knowledge Base team, a group of writers belonging to the Wix’s Customer Care organization.  We’re a group of experts who use our unique understanding of Wix products to provide support content to over 200 million users around the world. We break down complicated concepts into concise, engaging text. We work with multiple stakeholders in the company to produce help articles and tutorials that address our users’ needs.
You are:
A native Hebrew speaker with a minimum of 3 years’ experience in content, technical, or product writing. You’re passionate about writing help content and are able to translate complex information into user-friendly content. You’re internet-savvy, flexible, and eager to take-on multiple, challenging projects. You have exceptional English communication skills, both written and spoken.
As a Knowledge Base Writer, you will:
Localize text from English to Hebrew in the Wix tone and voice.
Understand how to apply the essence of the Wix language.
Manage the localization of Knowledge Base content in Hebrew.
Collaborate with other internal stakeholders to produce quality content and identify documentation requirements.
Analyze content suitability and user satisfaction.
Ensure that help content has all of the correct and accurate information.
Deliver under tight deadlines with minimal revisions.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/4191
316,Knowledge Base Writer,Wix,"We are:
The Wix Knowledge Base team, a group of writers belonging to the Wix’s Customer Care organization. With our unique understanding of Wix products, we create support content for over 180 million users around the world. We work with multiple subject matter experts and stakeholders to produce help articles and tutorials which address our users’ needs and guide them through their journey of building an online presence and running their business with Wix.
You are:
A native English speaker with experience in knowledge base, technical, or product writing. You’re a brilliant communicator, passionate about writing help content and able to translate complex information into user-friendly language. You’re Internet-savvy, flexible, and eager to take on multiple, challenging projects.
As a Knowledge Base Writer, you will:
Produce well-written content for the Wix Knowledge Base, including how-to articles, tutorials and feature requests.
Collaborate with other internal stakeholders to produce quality content and identify documentation requirements.
Analyze content efficiency by looking at user satisfaction and ticket reduction.
Ensure that help content has all of the correct and accurate information.
Deliver under tight deadlines with minimal revisions.",NA,Tel Aviv,https://www.wix.com/jobs/locations/tel-aviv/positions/2819
